uf_code,uf_name,year,age_group,age_mid,age_lower,age_upper,population
23,3,2020,55-59,57,55,59,451900
23,3,2020,60-64,62,60,64,344330
23,3,2020,65-69,67,65,69,276083
23,3,2020,70-74,72,70,74,220871
23,3,2020,75-79,77,75,79,151362
23,3,2020,80-84,82,80,84,105292
23,3,2020,85+,87,85,Inf,85219
23,3,2021,<1,0.5,0,0,130189
23,3,2021,1-4,2.5,1,4,524789
23,3,2021,5-9,7,5,9,644554
23,3,2021,10-11,10.5,10,11,260070
23,3,2021,12,12,12,12,133235
23,3,2021,13-17,15,13,17,690991
23,3,2021,18-19,18.5,18,19,288973
23,3,2021,20-24,22,20,24,805193
23,3,2021,25-29,27,25,29,805194
23,3,2021,30-34,32,30,34,787711
23,3,2021,35-39,37,35,39,733590
23,3,2021,40-44,42,40,44,656883
23,3,2021,45-49,47,45,49,569955
23,3,2021,50-54,52,50,54,523564
23,3,2021,55-59,57,55,59,465329
23,3,2021,60-64,62,60,64,359539
23,3,2021,65-69,67,65,69,282547
23,3,2021,70-74,72,70,74,226691
23,3,2021,75-79,77,75,79,156678
23,3,2021,80-84,82,80,84,107429
23,3,2021,85+,87,85,Inf,88262
23,3,2022,<1,0.5,0,0,129000
23,3,2022,1-4,2.5,1,4,524178
23,3,2022,5-9,7,5,9,645761
23,3,2022,10-11,10.5,10,11,257635
23,3,2022,12,12,12,12,130529
23,3,2022,13-17,15,13,17,684514
23,3,2022,18-19,18.5,18,19,279203
23,3,2022,20-24,22,20,24,779668
23,3,2022,25-29,27,25,29,808722
23,3,2022,30-34,32,30,34,787889
23,3,2022,35-39,37,35,39,746265
23,3,2022,40-44,42,40,44,670383
23,3,2022,45-49,47,45,49,583206
23,3,2022,50-54,52,50,54,527241
23,3,2022,55-59,57,55,59,476509
23,3,2022,60-64,62,60,64,377243
23,3,2022,65-69,67,65,69,289354
23,3,2022,70-74,72,70,74,231571
23,3,2022,75-79,77,75,79,163616
23,3,2022,80-84,82,80,84,108432
23,3,2022,85+,87,85,Inf,92193
23,3,2023,<1,0.5,0,0,127660
23,3,2023,1-4,2.5,1,4,520256
23,3,2023,5-9,7,5,9,650720
23,3,2023,10-11,10.5,10,11,254796
23,3,2023,12,12,12,12,129336
23,3,2023,13-17,15,13,17,674634
23,3,2023,18-19,18.5,18,19,275405
23,3,2023,20-24,22,20,24,750204
23,3,2023,25-29,27,25,29,811380
23,3,2023,30-34,32,30,34,786559
23,3,2023,35-39,37,35,39,757850
23,3,2023,40-44,42,40,44,683263
23,3,2023,45-49,47,45,49,598316
23,3,2023,50-54,52,50,54,530701
23,3,2023,55-59,57,55,59,485647
23,3,2023,60-64,62,60,64,396007
23,3,2023,65-69,67,65,69,297163
23,3,2023,70-74,72,70,74,235989
23,3,2023,75-79,77,75,79,171323
23,3,2023,80-84,82,80,84,109153
23,3,2023,85+,87,85,Inf,96546
23,3,2024,<1,0.5,0,0,126187
23,3,2024,1-4,2.5,1,4,515798
23,3,2024,5-9,7,5,9,654698
23,3,2024,10-11,10.5,10,11,253403
23,3,2024,12,12,12,12,128099
23,3,2024,13-17,15,13,17,663377
23,3,2024,18-19,18.5,18,19,276384
23,3,2024,20-24,22,20,24,720925
23,3,2024,25-29,27,25,29,808840
23,3,2024,30-34,32,30,34,785704
23,3,2024,35-39,37,35,39,766951
23,3,2024,40-44,42,40,44,696083
23,3,2024,45-49,47,45,49,613788
23,3,2024,50-54,52,50,54,535811
23,3,2024,55-59,57,55,59,493227
23,3,2024,60-64,62,60,64,413633
23,3,2024,65-69,67,65,69,306918
23,3,2024,70-74,72,70,74,240706
23,3,2024,75-79,77,75,79,178533
23,3,2024,80-84,82,80,84,110784
23,3,2024,85+,87,85,Inf,100711
24,3,2015,<1,0.5,0,0,49516
24,3,2015,1-4,2.5,1,4,195340
24,3,2015,5-9,7,5,9,257170
24,3,2015,10-11,10.5,10,11,107177
24,3,2015,12,12,12,12,53889
24,3,2015,13-17,15,13,17,288139
24,3,2015,18-19,18.5,18,19,120572
24,3,2015,20-24,22,20,24,299216
24,3,2015,25-29,27,25,29,310193
24,3,2015,30-34,32,30,34,289919
24,3,2015,35-39,37,35,39,255189
24,3,2015,40-44,42,40,44,224912
24,3,2015,45-49,47,45,49,215328
24,3,2015,50-54,52,50,54,189809
24,3,2015,55-59,57,55,59,143617
24,3,2015,60-64,62,60,64,110681
24,3,2015,65-69,67,65,69,97582
24,3,2015,70-74,72,70,74,69200
24,3,2015,75-79,77,75,79,52992
24,3,2015,80-84,82,80,84,30749
24,3,2015,85+,87,85,Inf,32624
24,3,2016,<1,0.5,0,0,48064
24,3,2016,1-4,2.5,1,4,195423
24,3,2016,5-9,7,5,9,252822
24,3,2016,10-11,10.5,10,11,107731
24,3,2016,12,12,12,12,53209
24,3,2016,13-17,15,13,17,281887
24,3,2016,18-19,18.5,18,19,120585
24,3,2016,20-24,22,20,24,297961
24,3,2016,25-29,27,25,29,309094
24,3,2016,30-34,32,30,34,295461
24,3,2016,35-39,37,35,39,262133
24,3,2016,40-44,42,40,44,228699
24,3,2016,45-49,47,45,49,217070
24,3,2016,50-54,52,50,54,196051
24,3,2016,55-59,57,55,59,151455
24,3,2016,60-64,62,60,64,113982
24,3,2016,65-69,67,65,69,99434
24,3,2016,70-74,72,70,74,72424
24,3,2016,75-79,77,75,79,54333
24,3,2016,80-84,82,80,84,32235
24,3,2016,85+,87,85,Inf,32790
24,3,2017,<1,0.5,0,0,47120
24,3,2017,1-4,2.5,1,4,194086
24,3,2017,5-9,7,5,9,250635
24,3,2017,10-11,10.5,10,11,105236
24,3,2017,12,12,12,12,54073
24,3,2017,13-17,15,13,17,275903
24,3,2017,18-19,18.5,18,19,119422
24,3,2017,20-24,22,20,24,298005
24,3,2017,25-29,27,25,29,306084
24,3,2017,30-34,32,30,34,300576
24,3,2017,35-39,37,35,39,269095
24,3,2017,40-44,42,40,44,233770
24,3,2017,45-49,47,45,49,217917
24,3,2017,50-54,52,50,54,201266
24,3,2017,55-59,57,55,59,160007
24,3,2017,60-64,62,60,64,118372
24,3,2017,65-69,67,65,69,100137
24,3,2017,70-74,72,70,74,76680
24,3,2017,75-79,77,75,79,55017
24,3,2017,80-84,82,80,84,34376
24,3,2017,85+,87,85,Inf,32892
24,3,2018,<1,0.5,0,0,47917
24,3,2018,1-4,2.5,1,4,192680
24,3,2018,5-9,7,5,9,247866
24,3,2018,10-11,10.5,10,11,102765
24,3,2018,12,12,12,12,53762
24,3,2018,13-17,15,13,17,272189
24,3,2018,18-19,18.5,18,19,117081
24,3,2018,20-24,22,20,24,298542
24,3,2018,25-29,27,25,29,302056
24,3,2018,30-34,32,30,34,304789
24,3,2018,35-39,37,35,39,275919
24,3,2018,40-44,42,40,44,239860
24,3,2018,45-49,47,45,49,218515
24,3,2018,50-54,52,50,54,205473
24,3,2018,55-59,57,55,59,168732
24,3,2018,60-64,62,60,64,123787
24,3,2018,65-69,67,65,69,100373
24,3,2018,70-74,72,70,74,81298
24,3,2018,75-79,77,75,79,55544
24,3,2018,80-84,82,80,84,36769
24,3,2018,85+,87,85,Inf,33093
24,3,2019,<1,0.5,0,0,47731
24,3,2019,1-4,2.5,1,4,191944
24,3,2019,5-9,7,5,9,245076
24,3,2019,10-11,10.5,10,11,102633
24,3,2019,12,12,12,12,51576
24,3,2019,13-17,15,13,17,269735
24,3,2019,18-19,18.5,18,19,114115
24,3,2019,20-24,22,20,24,298175
24,3,2019,25-29,27,25,29,298449
24,3,2019,30-34,32,30,34,307453
24,3,2019,35-39,37,35,39,282425
24,3,2019,40-44,42,40,44,246461
24,3,2019,45-49,47,45,49,219799
24,3,2019,50-54,52,50,54,208774
24,3,2019,55-59,57,55,59,176889
24,3,2019,60-64,62,60,64,130034
24,3,2019,65-69,67,65,69,101207
24,3,2019,70-74,72,70,74,85256
24,3,2019,75-79,77,75,79,56651
24,3,2019,80-84,82,80,84,38871
24,3,2019,85+,87,85,Inf,33599
24,3,2020,<1,0.5,0,0,47536
24,3,2020,1-4,2.5,1,4,190184
24,3,2020,5-9,7,5,9,244661
24,3,2020,10-11,10.5,10,11,101251
24,3,2020,12,12,12,12,51291
24,3,2020,13-17,15,13,17,266839
24,3,2020,18-19,18.5,18,19,110808
24,3,2020,20-24,22,20,24,296079
24,3,2020,25-29,27,25,29,296133
24,3,2020,30-34,32,30,34,308197
24,3,2020,35-39,37,35,39,288451
24,3,2020,40-44,42,40,44,253221
24,3,2020,45-49,47,45,49,222363
24,3,2020,50-54,52,50,54,211310
24,3,2020,55-59,57,55,59,183984
24,3,2020,60-64,62,60,64,136938
24,3,2020,65-69,67,65,69,103294
24,3,2020,70-74,72,70,74,88004
24,3,2020,75-79,77,75,79,58711
24,3,2020,80-84,82,80,84,40416
24,3,2020,85+,87,85,Inf,34494
24,3,2021,<1,0.5,0,0,47323
24,3,2021,1-4,2.5,1,4,189675
24,3,2021,5-9,7,5,9,243302
24,3,2021,10-11,10.5,10,11,99219
24,3,2021,12,12,12,12,51443
24,3,2021,13-17,15,13,17,264238
24,3,2021,18-19,18.5,18,19,108490
24,3,2021,20-24,22,20,24,292227
24,3,2021,25-29,27,25,29,294941
24,3,2021,30-34,32,30,34,307148
24,3,2021,35-39,37,35,39,293966
24,3,2021,40-44,42,40,44,260115
24,3,2021,45-49,47,45,49,226131
24,3,2021,50-54,52,50,54,213068
24,3,2021,55-59,57,55,59,190081
24,3,2021,60-64,62,60,64,144479
24,3,2021,65-69,67,65,69,106465
24,3,2021,70-74,72,70,74,89744
24,3,2021,75-79,77,75,79,61580
24,3,2021,80-84,82,80,84,41519
24,3,2021,85+,87,85,Inf,35749
24,3,2022,<1,0.5,0,0,47044
24,3,2022,1-4,2.5,1,4,189898
24,3,2022,5-9,7,5,9,241029
24,3,2022,10-11,10.5,10,11,98695
24,3,2022,12,12,12,12,49907
24,3,2022,13-17,15,13,17,262467
24,3,2022,18-19,18.5,18,19,107234
24,3,2022,20-24,22,20,24,286408
24,3,2022,25-29,27,25,29,295038
24,3,2022,30-34,32,30,34,304199
24,3,2022,35-39,37,35,39,299061
24,3,2022,40-44,42,40,44,267025
24,3,2022,45-49,47,45,49,231161
24,3,2022,50-54,52,50,54,213948
24,3,2022,55-59,57,55,59,195194
24,3,2022,60-64,62,60,64,152705
24,3,2022,65-69,67,65,69,110638
24,3,2022,70-74,72,70,74,90470
24,3,2022,75-79,77,75,79,65311
24,3,2022,80-84,82,80,84,42144
24,3,2022,85+,87,85,Inf,37396
24,3,2023,<1,0.5,0,0,46707
24,3,2023,1-4,2.5,1,4,189039
24,3,2023,5-9,7,5,9,240427
24,3,2023,10-11,10.5,10,11,97802
24,3,2023,12,12,12,12,49409
24,3,2023,13-17,15,13,17,258304
24,3,2023,18-19,18.5,18,19,107412
24,3,2023,20-24,22,20,24,280238
24,3,2023,25-29,27,25,29,295625
24,3,2023,30-34,32,30,34,300233
24,3,2023,35-39,37,35,39,303262
24,3,2023,40-44,42,40,44,273801
24,3,2023,45-49,47,45,49,237187
24,3,2023,50-54,52,50,54,214589
24,3,2023,55-59,57,55,59,199335
24,3,2023,60-64,62,60,64,161099
24,3,2023,65-69,67,65,69,115764
24,3,2023,70-74,72,70,74,90780
24,3,2023,75-79,77,75,79,69337
24,3,2023,80-84,82,80,84,42673
24,3,2023,85+,87,85,Inf,39257
24,3,2024,<1,0.5,0,0,46354
24,3,2024,1-4,2.5,1,4,188031
24,3,2024,5-9,7,5,9,239513
24,3,2024,10-11,10.5,10,11,97061
24,3,2024,12,12,12,12,49383
24,3,2024,13-17,15,13,17,253952
24,3,2024,18-19,18.5,18,19,107959
24,3,2024,20-24,22,20,24,274330
24,3,2024,25-29,27,25,29,295308
24,3,2024,30-34,32,30,34,296692
24,3,2024,35-39,37,35,39,305927
24,3,2024,40-44,42,40,44,280259
24,3,2024,45-49,47,45,49,243720
24,3,2024,50-54,52,50,54,215897
24,3,2024,55-59,57,55,59,202601
24,3,2024,60-64,62,60,64,168953
24,3,2024,65-69,67,65,69,121670
24,3,2024,70-74,72,70,74,91635
24,3,2024,75-79,77,75,79,72784
24,3,2024,80-84,82,80,84,43668
24,3,2024,85+,87,85,Inf,41086
25,3,2015,<1,0.5,0,0,58713
25,3,2015,1-4,2.5,1,4,214693
25,3,2015,5-9,7,5,9,302377
25,3,2015,10-11,10.5,10,11,129120
25,3,2015,12,12,12,12,65766
25,3,2015,13-17,15,13,17,345983
25,3,2015,18-19,18.5,18,19,140232
25,3,2015,20-24,22,20,24,343071
25,3,2015,25-29,27,25,29,333592
25,3,2015,30-34,32,30,34,321615
25,3,2015,35-39,37,35,39,296659
25,3,2015,40-44,42,40,44,259990
25,3,2015,45-49,47,45,49,241882
25,3,2015,50-54,52,50,54,210721
25,3,2015,55-59,57,55,59,167448
25,3,2015,60-64,62,60,64,140413
25,3,2015,65-69,67,65,69,120509
25,3,2015,70-74,72,70,74,89814
25,3,2015,75-79,77,75,79,70311
25,3,2015,80-84,82,80,84,40020
25,3,2015,85+,87,85,Inf,39608
25,3,2016,<1,0.5,0,0,57291
25,3,2016,1-4,2.5,1,4,217260
25,3,2016,5-9,7,5,9,294034
25,3,2016,10-11,10.5,10,11,128640
25,3,2016,12,12,12,12,64544
25,3,2016,13-17,15,13,17,340820
25,3,2016,18-19,18.5,18,19,139721
25,3,2016,20-24,22,20,24,341899
25,3,2016,25-29,27,25,29,332098
25,3,2016,30-34,32,30,34,323526
25,3,2016,35-39,37,35,39,302288
25,3,2016,40-44,42,40,44,265262
25,3,2016,45-49,47,45,49,244713
25,3,2016,50-54,52,50,54,216889
25,3,2016,55-59,57,55,59,173710
25,3,2016,60-64,62,60,64,142909
25,3,2016,65-69,67,65,69,122884
25,3,2016,70-74,72,70,74,92360
25,3,2016,75-79,77,75,79,71527
25,3,2016,80-84,82,80,84,41915
25,3,2016,85+,87,85,Inf,39403
25,3,2017,<1,0.5,0,0,56814
25,3,2017,1-4,2.5,1,4,222225
25,3,2017,5-9,7,5,9,284421
25,3,2017,10-11,10.5,10,11,125558
25,3,2017,12,12,12,12,64615
25,3,2017,13-17,15,13,17,335128
25,3,2017,18-19,18.5,18,19,138698
25,3,2017,20-24,22,20,24,340811
25,3,2017,25-29,27,25,29,330610
25,3,2017,30-34,32,30,34,324757
25,3,2017,35-39,37,35,39,307002
25,3,2017,40-44,42,40,44,271845
25,3,2017,45-49,47,45,49,246669
25,3,2017,50-54,52,50,54,222454
25,3,2017,55-59,57,55,59,180928
25,3,2017,60-64,62,60,64,145763
25,3,2017,65-69,67,65,69,124574
25,3,2017,70-74,72,70,74,95884
25,3,2017,75-79,77,75,79,71869
25,3,2017,80-84,82,80,84,44599
25,3,2017,85+,87,85,Inf,39213
25,3,2018,<1,0.5,0,0,58096
25,3,2018,1-4,2.5,1,4,227401
25,3,2018,5-9,7,5,9,275237
25,3,2018,10-11,10.5,10,11,121923
25,3,2018,12,12,12,12,64067
25,3,2018,13-17,15,13,17,330409
25,3,2018,18-19,18.5,18,19,137162
25,3,2018,20-24,22,20,24,339636
25,3,2018,25-29,27,25,29,329206
25,3,2018,30-34,32,30,34,325278
25,3,2018,35-39,37,35,39,310876
25,3,2018,40-44,42,40,44,279175
25,3,2018,45-49,47,45,49,248422
25,3,2018,50-54,52,50,54,227364
25,3,2018,55-59,57,55,59,188610
25,3,2018,60-64,62,60,64,149179
25,3,2018,65-69,67,65,69,125922
25,3,2018,70-74,72,70,74,99869
25,3,2018,75-79,77,75,79,71904
25,3,2018,80-84,82,80,84,47537
25,3,2018,85+,87,85,Inf,39223
25,3,2019,<1,0.5,0,0,57672
25,3,2019,1-4,2.5,1,4,229609
25,3,2019,5-9,7,5,9,271466
25,3,2019,10-11,10.5,10,11,119675
25,3,2019,12,12,12,12,61532
25,3,2019,13-17,15,13,17,325351
25,3,2019,18-19,18.5,18,19,136112
25,3,2019,20-24,22,20,24,338089
25,3,2019,25-29,27,25,29,327971
25,3,2019,30-34,32,30,34,325065
25,3,2019,35-39,37,35,39,314086
25,3,2019,40-44,42,40,44,286336
25,3,2019,45-49,47,45,49,251000
25,3,2019,50-54,52,50,54,231583
25,3,2019,55-59,57,55,59,196023
25,3,2019,60-64,62,60,64,153421
25,3,2019,65-69,67,65,69,127446
25,3,2019,70-74,72,70,74,103523
25,3,2019,75-79,77,75,79,72475
25,3,2019,80-84,82,80,84,50013
25,3,2019,85+,87,85,Inf,39679
25,3,2020,<1,0.5,0,0,57228
25,3,2020,1-4,2.5,1,4,228612
25,3,2020,5-9,7,5,9,272351
25,3,2020,10-11,10.5,10,11,116661
25,3,2020,12,12,12,12,60435
25,3,2020,13-17,15,13,17,319343
25,3,2020,18-19,18.5,18,19,134377
25,3,2020,20-24,22,20,24,336002
25,3,2020,25-29,27,25,29,326968
25,3,2020,30-34,32,30,34,324118
25,3,2020,35-39,37,35,39,316726
25,3,2020,40-44,42,40,44,292722
25,3,2020,45-49,47,45,49,255016
25,3,2020,50-54,52,50,54,235156
25,3,2020,55-59,57,55,59,202693
25,3,2020,60-64,62,60,64,158602
25,3,2020,65-69,67,65,69,129497
25,3,2020,70-74,72,70,74,106400
25,3,2020,75-79,77,75,79,74019
25,3,2020,80-84,82,80,84,51693
25,3,2020,85+,87,85,Inf,40658
25,3,2021,<1,0.5,0,0,56768
25,3,2021,1-4,2.5,1,4,228586
25,3,2021,5-9,7,5,9,273522
25,3,2021,10-11,10.5,10,11,113111
25,3,2021,12,12,12,12,59284
25,3,2021,13-17,15,13,17,314047
25,3,2021,18-19,18.5,18,19,131042
25,3,2021,20-24,22,20,24,333990
25,3,2021,25-29,27,25,29,326092
25,3,2021,30-34,32,30,34,322824
25,3,2021,35-39,37,35,39,318717
25,3,2021,40-44,42,40,44,298352
25,3,2021,45-49,47,45,49,260288
25,3,2021,50-54,52,50,54,238023
25,3,2021,55-59,57,55,59,208749
25,3,2021,60-64,62,60,64,164653
25,3,2021,65-69,67,65,69,131963
25,3,2021,70-74,72,70,74,108672
25,3,2021,75-79,77,75,79,76353
25,3,2021,80-84,82,80,84,52755
25,3,2021,85+,87,85,Inf,42114
25,3,2022,<1,0.5,0,0,56254
25,3,2022,1-4,2.5,1,4,228574
25,3,2022,5-9,7,5,9,278028
25,3,2022,10-11,10.5,10,11,107625
25,3,2022,12,12,12,12,57423
25,3,2022,13-17,15,13,17,308816
25,3,2022,18-19,18.5,18,19,128071
25,3,2022,20-24,22,20,24,330581
25,3,2022,25-29,27,25,29,325301
25,3,2022,30-34,32,30,34,321528
25,3,2022,35-39,37,35,39,320041
25,3,2022,40-44,42,40,44,303079
25,3,2022,45-49,47,45,49,266841
25,3,2022,50-54,52,50,54,240046
25,3,2022,55-59,57,55,59,214229
25,3,2022,60-64,62,60,64,171610
25,3,2022,65-69,67,65,69,134750
25,3,2022,70-74,72,70,74,110355
25,3,2022,75-79,77,75,79,79492
25,3,2022,80-84,82,80,84,53199
25,3,2022,85+,87,85,Inf,44074
25,3,2023,<1,0.5,0,0,55671
25,3,2023,1-4,2.5,1,4,226769
25,3,2023,5-9,7,5,9,284499
25,3,2023,10-11,10.5,10,11,103151
25,3,2023,12,12,12,12,55734
25,3,2023,13-17,15,13,17,301658
25,3,2023,18-19,18.5,18,19,126974
25,3,2023,20-24,22,20,24,325751
25,3,2023,25-29,27,25,29,324420
25,3,2023,30-34,32,30,34,320312
25,3,2023,35-39,37,35,39,320660
25,3,2023,40-44,42,40,44,306981
25,3,2023,45-49,47,45,49,274122
25,3,2023,50-54,52,50,54,241872
25,3,2023,55-59,57,55,59,219086
25,3,2023,60-64,62,60,64,179008
25,3,2023,65-69,67,65,69,138059
25,3,2023,70-74,72,70,74,111741
25,3,2023,75-79,77,75,79,82999
25,3,2023,80-84,82,80,84,53443
25,3,2023,85+,87,85,Inf,46293
25,3,2024,<1,0.5,0,0,55048
25,3,2024,1-4,2.5,1,4,224804
25,3,2024,5-9,7,5,9,286300
25,3,2024,10-11,10.5,10,11,106729
25,3,2024,12,12,12,12,51938
25,3,2024,13-17,15,13,17,293360
25,3,2024,18-19,18.5,18,19,126544
25,3,2024,20-24,22,20,24,320396
25,3,2024,25-29,27,25,29,323169
25,3,2024,30-34,32,30,34,319258
25,3,2024,35-39,37,35,39,320550
25,3,2024,40-44,42,40,44,310226
25,3,2024,45-49,47,45,49,281243
25,3,2024,50-54,52,50,54,244497
25,3,2024,55-59,57,55,59,223282
25,3,2024,60-64,62,60,64,186158
25,3,2024,65-69,67,65,69,142130
25,3,2024,70-74,72,70,74,113286
25,3,2024,75-79,77,75,79,86223
25,3,2024,80-84,82,80,84,54111
25,3,2024,85+,87,85,Inf,48430
26,3,2015,<1,0.5,0,0,143761
26,3,2015,1-4,2.5,1,4,568235
26,3,2015,5-9,7,5,9,733707
26,3,2015,10-11,10.5,10,11,306184
26,3,2015,12,12,12,12,155469
26,3,2015,13-17,15,13,17,825012
26,3,2015,18-19,18.5,18,19,335421
26,3,2015,20-24,22,20,24,801138
26,3,2015,25-29,27,25,29,797998
26,3,2015,30-34,32,30,34,767816
26,3,2015,35-39,37,35,39,711464
26,3,2015,40-44,42,40,44,630587
26,3,2015,45-49,47,45,49,570063
26,3,2015,50-54,52,50,54,491520
26,3,2015,55-59,57,55,59,402752
26,3,2015,60-64,62,60,64,324964
26,3,2015,65-69,67,65,69,265086
26,3,2015,70-74,72,70,74,191771
26,3,2015,75-79,77,75,79,141005
26,3,2015,80-84,82,80,84,81062
26,3,2015,85+,87,85,Inf,72729
26,3,2016,<1,0.5,0,0,137679
26,3,2016,1-4,2.5,1,4,569411
26,3,2016,5-9,7,5,9,722988
26,3,2016,10-11,10.5,10,11,303397
26,3,2016,12,12,12,12,153874
26,3,2016,13-17,15,13,17,809225
26,3,2016,18-19,18.5,18,19,337709
26,3,2016,20-24,22,20,24,802912
26,3,2016,25-29,27,25,29,793284
26,3,2016,30-34,32,30,34,772679
26,3,2016,35-39,37,35,39,722846
26,3,2016,40-44,42,40,44,643026
26,3,2016,45-49,47,45,49,579825
26,3,2016,50-54,52,50,54,504904
26,3,2016,55-59,57,55,59,415988
26,3,2016,60-64,62,60,64,334031
26,3,2016,65-69,67,65,69,272091
26,3,2016,70-74,72,70,74,198425
26,3,2016,75-79,77,75,79,144390
26,3,2016,80-84,82,80,84,84853
26,3,2016,85+,87,85,Inf,73831
26,3,2017,<1,0.5,0,0,135231
26,3,2017,1-4,2.5,1,4,562662
26,3,2017,5-9,7,5,9,718060
26,3,2017,10-11,10.5,10,11,298478
26,3,2017,12,12,12,12,152126
26,3,2017,13-17,15,13,17,793813
26,3,2017,18-19,18.5,18,19,336210
26,3,2017,20-24,22,20,24,808369
26,3,2017,25-29,27,25,29,786592
26,3,2017,30-34,32,30,34,776803
26,3,2017,35-39,37,35,39,732577
26,3,2017,40-44,42,40,44,657050
26,3,2017,45-49,47,45,49,588388
26,3,2017,50-54,52,50,54,517984
26,3,2017,55-59,57,55,59,429818
26,3,2017,60-64,62,60,64,344232
26,3,2017,65-69,67,65,69,278102
26,3,2017,70-74,72,70,74,206731
26,3,2017,75-79,77,75,79,146749
26,3,2017,80-84,82,80,84,89839
26,3,2017,85+,87,85,Inf,75025
26,3,2018,<1,0.5,0,0,139484
26,3,2018,1-4,2.5,1,4,555354
26,3,2018,5-9,7,5,9,712099
26,3,2018,10-11,10.5,10,11,293793
26,3,2018,12,12,12,12,151095
26,3,2018,13-17,15,13,17,780124
26,3,2018,18-19,18.5,18,19,330911
26,3,2018,20-24,22,20,24,815056
26,3,2018,25-29,27,25,29,779567
26,3,2018,30-34,32,30,34,779606
26,3,2018,35-39,37,35,39,740811
26,3,2018,40-44,42,40,44,671863
26,3,2018,45-49,47,45,49,596624
26,3,2018,50-54,52,50,54,530557
26,3,2018,55-59,57,55,59,443956
26,3,2018,60-64,62,60,64,355434
26,3,2018,65-69,67,65,69,283798
26,3,2018,70-74,72,70,74,215866
26,3,2018,75-79,77,75,79,148915
26,3,2018,80-84,82,80,84,95261
26,3,2018,85+,87,85,Inf,76561
26,3,2019,<1,0.5,0,0,138303
26,3,2019,1-4,2.5,1,4,553045
26,3,2019,5-9,7,5,9,706341
26,3,2019,10-11,10.5,10,11,292094
26,3,2019,12,12,12,12,147214
26,3,2019,13-17,15,13,17,767381
26,3,2019,18-19,18.5,18,19,325602
26,3,2019,20-24,22,20,24,819051
26,3,2019,25-29,27,25,29,774829
26,3,2019,30-34,32,30,34,780180
26,3,2019,35-39,37,35,39,747911
26,3,2019,40-44,42,40,44,686170
26,3,2019,45-49,47,45,49,605874
26,3,2019,50-54,52,50,54,542335
26,3,2019,55-59,57,55,59,458013
26,3,2019,60-64,62,60,64,367366
26,3,2019,65-69,67,65,69,290235
26,3,2019,70-74,72,70,74,224585
26,3,2019,75-79,77,75,79,152096
26,3,2019,80-84,82,80,84,100111
26,3,2019,85+,87,85,Inf,78781
26,3,2020,<1,0.5,0,0,137095
26,3,2020,1-4,2.5,1,4,547689
26,3,2020,5-9,7,5,9,707015
26,3,2020,10-11,10.5,10,11,286677
26,3,2020,12,12,12,12,146420
26,3,2020,13-17,15,13,17,757136
26,3,2020,18-19,18.5,18,19,317377
26,3,2020,20-24,22,20,24,817972
26,3,2020,25-29,27,25,29,773857
26,3,2020,30-34,32,30,34,778075
26,3,2020,35-39,37,35,39,754062
26,3,2020,40-44,42,40,44,699133
26,3,2020,45-49,47,45,49,616927
26,3,2020,50-54,52,50,54,553216
26,3,2020,55-59,57,55,59,471720
26,3,2020,60-64,62,60,64,379837
26,3,2020,65-69,67,65,69,298034
26,3,2020,70-74,72,70,74,232220
26,3,2020,75-79,77,75,79,156904
26,3,2020,80-84,82,80,84,103921
26,3,2020,85+,87,85,Inf,81785
26,3,2021,<1,0.5,0,0,135847
26,3,2021,1-4,2.5,1,4,547185
26,3,2021,5-9,7,5,9,702236
26,3,2021,10-11,10.5,10,11,281599
26,3,2021,12,12,12,12,145522
26,3,2021,13-17,15,13,17,748167
26,3,2021,18-19,18.5,18,19,309048
26,3,2021,20-24,22,20,24,813435
26,3,2021,25-29,27,25,29,776198
26,3,2021,30-34,32,30,34,773878
26,3,2021,35-39,37,35,39,759251
26,3,2021,40-44,42,40,44,710713
26,3,2021,45-49,47,45,49,629518
26,3,2021,50-54,52,50,54,563160
26,3,2021,55-59,57,55,59,485080
26,3,2021,60-64,62,60,64,392863
26,3,2021,65-69,67,65,69,306967
26,3,2021,70-74,72,70,74,239016
26,3,2021,75-79,77,75,79,163054
26,3,2021,80-84,82,80,84,106979
26,3,2021,85+,87,85,Inf,85533
26,3,2022,<1,0.5,0,0,134507
26,3,2022,1-4,2.5,1,4,547871
26,3,2022,5-9,7,5,9,693165
26,3,2022,10-11,10.5,10,11,282934
26,3,2022,12,12,12,12,141010
26,3,2022,13-17,15,13,17,739895
26,3,2022,18-19,18.5,18,19,305488
26,3,2022,20-24,22,20,24,800726
26,3,2022,25-29,27,25,29,782179
26,3,2022,30-34,32,30,34,767695
26,3,2022,35-39,37,35,39,763698
26,3,2022,40-44,42,40,44,720653
26,3,2022,45-49,47,45,49,643653
26,3,2022,50-54,52,50,54,571922
26,3,2022,55-59,57,55,59,498151
26,3,2022,60-64,62,60,64,406458
26,3,2022,65-69,67,65,69,316920
26,3,2022,70-74,72,70,74,244965
26,3,2022,75-79,77,75,79,170554
26,3,2022,80-84,82,80,84,109307
26,3,2022,85+,87,85,Inf,90092
26,3,2023,<1,0.5,0,0,133083
26,3,2023,1-4,2.5,1,4,542974
26,3,2023,5-9,7,5,9,690217
26,3,2023,10-11,10.5,10,11,282998
26,3,2023,12,12,12,12,140449
26,3,2023,13-17,15,13,17,728855
26,3,2023,18-19,18.5,18,19,302256
26,3,2023,20-24,22,20,24,785621
26,3,2023,25-29,27,25,29,789365
