week_start,week_end,N_start,N_end,births,all_cause_deaths,net_population_reconciliation,population_revision,population_reference_date_rule,birth_source,death_source,death_method,provisional_data_flag
2015-03-15,2015-03-21,6476631,6476631,1810,996.2448163081731,-813.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-03-22,2015-03-28,6476631,6476631,1800,996.2448163081731,-803.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-03-29,2015-04-04,6476631,6476631,1812,996.2448163081731,-815.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-04-05,2015-04-11,6476631,6476631,1854,996.2448163081731,-857.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-04-12,2015-04-18,6476631,6476631,1910,996.2448163081731,-913.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-04-19,2015-04-25,6476631,6476631,1746,996.2448163081731,-749.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-04-26,2015-05-02,6476631,6476631,1877,996.2448163081731,-880.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-05-03,2015-05-09,6476631,6476631,1867,996.2448163081731,-870.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-05-10,2015-05-16,6476631,6476631,1906,996.2448163081731,-909.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-05-17,2015-05-23,6476631,6476631,1814,996.2448163081731,-817.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-05-24,2015-05-30,6476631,6476631,1768,996.2448163081731,-771.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-05-31,2015-06-06,6476631,6476631,1788,996.2448163081731,-791.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-06-07,2015-06-13,6476631,6476631,1670,996.2448163081731,-673.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-06-14,2015-06-20,6476631,6476631,1807,996.2448163081731,-810.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-06-21,2015-06-27,6476631,6476631,1667,996.2448163081731,-670.7551836918269,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-06-28,2015-07-04,6476631,6476873.68852459,1712,996.2448163081731,-473.06665910195306,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-07-05,2015-07-11,6476873.68852459,6477298.393442623,1783,996.2448163081731,-362.0502656583835,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-07-12,2015-07-18,6477298.393442623,6477723.098360656,1765,996.2448163081731,-344.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-07-19,2015-07-25,6477723.098360656,6478147.803278688,1678,996.2448163081731,-257.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-07-26,2015-08-01,6478147.803278688,6478572.508196721,1645,996.2448163081731,-224.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-08-02,2015-08-08,6478572.508196721,6478997.213114754,1733,996.2448163081731,-312.0502656583835,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-08-09,2015-08-15,6478997.213114754,6479421.918032787,1649,996.2448163081731,-228.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-08-16,2015-08-22,6479421.918032787,6479846.622950819,1668,996.2448163081731,-247.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-08-23,2015-08-29,6479846.622950819,6480271.327868853,1576,996.2448163081731,-155.05026565838352,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-08-30,2015-09-05,6480271.327868853,6480696.032786885,1779,996.2448163081731,-358.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-09-06,2015-09-12,6480696.032786885,6481120.737704918,1676,996.2448163081731,-255.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-09-13,2015-09-19,6481120.737704918,6481545.442622951,1685,996.2448163081731,-264.0502656583835,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-09-20,2015-09-26,6481545.442622951,6481970.147540984,1691,996.2448163081731,-270.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-09-27,2015-10-03,6481970.147540984,6482394.852459016,1680,996.2448163081731,-259.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-10-04,2015-10-10,6482394.852459016,6482819.557377049,1587,996.2448163081731,-166.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-10-11,2015-10-17,6482819.557377049,6483244.262295082,1615,996.2448163081731,-194.05026565838352,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-10-18,2015-10-24,6483244.262295082,6483668.967213115,1469,996.2448163081731,-48.050265659314846,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-10-25,2015-10-31,6483668.967213115,6484093.672131147,1576,996.2448163081731,-155.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-11-01,2015-11-07,6484093.672131147,6484518.377049181,1524,996.2448163081731,-103.05026565838352,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-11-08,2015-11-14,6484518.377049181,6484943.081967213,1590,996.2448163081731,-169.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-11-15,2015-11-21,6484943.081967213,6485367.786885246,1555,996.2448163081731,-134.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-11-22,2015-11-28,6485367.786885246,6485792.491803279,1571,996.2448163081731,-150.05026565838352,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-11-29,2015-12-05,6485792.491803279,6486217.196721312,1648,996.2448163081731,-227.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-12-06,2015-12-12,6486217.196721312,6486641.901639344,1680,996.2448163081731,-259.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-12-13,2015-12-19,6486641.901639344,6487066.606557377,1791,996.2448163081731,-370.05026565931485,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-12-20,2015-12-26,6487066.606557377,6487491.31147541,1666,996.2448163081731,-245.05026565838352,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2015-12-27,2016-01-02,6487491.31147541,6487916.016393443,1638,998.8647661392112,-214.43031582827678,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-01-03,2016-01-09,6487916.016393443,6488340.721311475,1773,1005.4146407168062,-342.88044125068177,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-01-10,2016-01-16,6488340.721311475,6488765.426229509,1779,1005.4146407168062,-348.88044124975045,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-01-17,2016-01-23,6488765.426229509,6489190.131147541,1734,1005.4146407168062,-303.88044125068177,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-01-24,2016-01-30,6489190.131147541,6489614.836065574,1765,1005.4146407168062,-334.88044125068177,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-01-31,2016-02-06,6489614.836065574,6490039.540983606,1844,1005.4146407168062,-413.88044125068177,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-02-07,2016-02-13,6490039.540983606,6490464.24590164,1658,1005.4146407168062,-227.88044124975045,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
2016-02-14,2016-02-20,6490464.24590164,6490888.950819672,1795,1005.4146407168062,-364.88044125068177,IBGE municipality population estimates (ibge_pop_muni_year_2015_2025),1 July each year; linear interpolation between years,"SINASC individual records (DTNASC, CODMUNRES=330455), aggregated to epidemiological week","PROXY: RJ-state IBGE Revisao 2024 annual all-cause deaths, allocated to the city proportional to city/state population share (no cached municipality-level death count) -- disclosed approximation, see RJ_CITY_input_audit.md",state_annual_total_population_share_allocated,FALSE
